"Id","Раздел","Инструкция","Приоритет","Уровень пользователя","Сложность","Процессы","Ссылки на инструкции","Ответственный","Квартал","План дата","Статус","Проверил","Формат","Содержание","Распространённые ошибки","Комментарии/Задачи","Путь к оригиналу","Путь к публикации (диск P)","Путь к публикации (URL)"
"238","ГП, ПОС","Откосы","0","Базовый","Средняя","Моделирование поверхности","Быстрые ссылки, Наборы характеристик и спецификаций, Картограмма","Галиева Е.Р.","II 2025","","Готово","","Текст","Описан метод создания откосов объектами профилирования и получение величины объема откоса","","","","","https://atom-bim.ru/Instruct/Civil3D/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F__Civil_%D0%9E%D1%82%D0%BA%D0%BE%D1%81%D1%8B_v1.php?id=101&Razdel=7"
"239","НВК, ТС, НСС, ЭН","Каталог труб и колодцев","0","Базовый","Средняя","Моделирование трубопроводной сети","","Галиева Е.Р.","III 2025","","Готово","","Текст","Описан процесс работы с каталогом труб и колодцев","","","","",""
"240","АР","Кортрос. Заполнение размеров проемов","0","Продвинутый","Средняя","Оформление дверей, Оформление окон","","Попов А.М.","III 2025","","Готово","","Текст","Описан метод заполнения размеров проемов с попомощью плагина ModPlus: Параметризация","","","P:\03_БИБЛИОТЕКА\BIM_Оригиналы\_ИНСТРУКЦИИ\02_АР\Кортрос. Заполнение размеров проемов\Кортрос. Заполнение размеров проемов.docx","P:\03_БИБЛИОТЕКА\Revit_0_Общая\Инструкции\01_Revit_АР\Кортрос. Заполнение размеров проемов.pdf",""
"241","КР, BIM","Формулы расчета массы армирования","0","Продвинутый","Средняя","Проверка армирования","","Попов А.М.","III 2025","","Готово","","Текст","Описаны правила расчёта массы арматурных деталей","","","P:\03_БИБЛИОТЕКА\BIM_Оригиналы\_ИНСТРУКЦИИ\03_КР\Формулы расчета массы армирования\Формулы расчета массы армирования.docx","P:\03_БИБЛИОТЕКА\Revit_0_Общая\Инструкции\02_Revit_КЖ\Формулы расчета массы армирования.pdf",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
"","","","0","","","","","","","","","","","","","","","",""
